13 1375841844 8.003701 0.200000 8.003701 8.003701 12.811846
13 1375841845 8.003701 0.200000 8.003701 8.003701 12.811846
13 1375841846 8.003701 0.200000 8.003701 8.003701 12.811846
13 1375841847 8.003701 0.200000 8.003701 8.003701 12.811846
13 1375841848 8.003701 0.200000 8.003701 8.003701 12.811846
16 1375841849 0.136115 0.200000 0.136115 0.136115 0.003705
13 1375841849 7.516975 0.200000 7.516975 7.516975 11.300983
16 1375841850 0.136115 0.200000 0.136115 0.136115 0.003705
13 1375841850 7.516975 0.200000 7.516975 7.516975 11.300983
16 1375841851 0.136115 0.200000 0.136115 0.136115 0.003705
13 1375841851 7.516975 0.200000 7.516975 7.516975 11.300983
16 1375841852 0.136115 0.200000 0.136115 0.136115 0.003705
13 1375841852 7.516975 0.200000 7.516975 7.516975 11.300983
16 1375841853 0.136115 0.200000 0.136115 0.136115 0.003705
13 1375841853 7.516975 0.200000 7.516975 7.516975 11.300983
16 1375841854 0.253908 0.200000 0.253908 0.253908 0.012894
16 1375841855 0.253908 0.200000 0.253908 0.253908 0.012894
16 1375841856 0.253908 0.200000 0.253908 0.253908 0.012894
16 1375841857 0.253908 0.200000 0.253908 0.253908 0.012894
16 1375841858 0.253908 0.200000 0.253908 0.253908 0.012894
13 1375841864 6.828054 0.200000 6.828054 6.828054 9.324464
13 1375841865 6.828054 0.200000 6.828054 6.828054 9.324464
13 1375841866 6.828054 0.200000 6.828054 6.828054 9.324464
13 1375841867 6.828054 0.200000 6.828054 6.828054 9.324464
13 1375841868 6.828054 0.200000 6.828054 6.828054 9.324464
16 1375841869 0.126177 0.200000 0.126177 0.126177 0.003184
16 1375841870 0.126177 0.200000 0.126177 0.126177 0.003184
16 1375841871 0.126177 0.200000 0.126177 0.126177 0.003184
16 1375841872 0.126177 0.200000 0.126177 0.126177 0.003184
16 1375841873 0.126177 0.200000 0.126177 0.126177 0.003184
13 1375841879 7.877383 0.200000 7.877383 7.877383 12.410633
13 1375841880 7.877383 0.200000 7.877383 7.877383 12.410633
13 1375841881 7.877383 0.200000 7.877383 7.877383 12.410633
13 1375841882 7.877383 0.200000 7.877383 7.877383 12.410633
13 1375841883 7.877383 0.200000 7.877383 7.877383 12.410633
27 1375841904 50.060010 0.200000 50.060010 50.060010 501.200919
27 1375841905 50.060010 0.200000 50.060010 50.060010 501.200919
27 1375841906 50.060010 0.200000 50.060010 50.060010 501.200919
27 1375841907 50.060010 0.200000 50.060010 50.060010 501.200919
27 1375841908 50.060010 0.200000 50.060010 50.060010 501.200919
27 1375841914 49.187882 0.200000 49.187882 49.187882 483.889546
27 1375841915 49.187882 0.200000 49.187882 49.187882 483.889546
27 1375841916 49.187882 0.200000 49.187882 49.187882 483.889546
27 1375841917 49.187882 0.200000 49.187882 49.187882 483.889546
27 1375841918 49.187882 0.200000 49.187882 49.187882 483.889546
